"Run.ID","P0.Regret.GN","P1.Regret.GN","P2.Regret.GN","P3.Regret.GN"
1,0,0.000688438288042525,0.00353675784077501,0.00465212402050517
2,0.00678917896158067,0.00749936467798776,0.00203190203130832,0
3,0,0.00160671585243273,0.00992128171900535,0.00709151742368251
4,0.000215059691244452,0.000704783089742781,0.00140284352976768,0
5,0,0.00186847891147197,0.00250058276446234,0.00140740204113696
6,0,0.00197452288596258,0.0072367815154636,0.00617094801804095
7,0,0.00102469628753667,0.00922758706723736,0.0172249731901584
8,0.000401176128961331,0.00104219609250967,0.00160440570548973,0
9,0,0.000876420377424091,0.00551031325749924,0.00925002674751973
10,0,0.00113039093503895,0.0110789333712649,0.0118310007376382
11,0,0.000805955071132276,0.0041467925993955,0.00594365581845831
12,0.00306614252314131,0.01041636713656,0.00040032568380987,0
13,0.00526767306432259,0.00764110279827798,0.00109440075370843,0
14,0,0.000856528844385925,0.00631354583984989,0.0124210391054141
15,0,0.000792156962409619,0.00536209486871246,0.0100649491858473
16,0.0121284591015252,0.00711895579008481,0.000835382285700764,0
17,0,0.00354076498306963,0.00199570370870875,0.00125292257905695
18,0,0.00135241113624548,0.0172883949024306,0.0157065334911009
19,0.00414986292354126,0.00744348570652652,0.000691283647514217,0
20,0,0.000566796904808658,0.00265351084532024,0.00369960773953639
21,0.00132270328825208,0.0035582129784241,0.00134744962161734,0
22,0.00593423465659271,0.00772325612381611,0.00212763652193939,0
23,0,0.00363347515655997,0.00241329118004409,0.00191385101426271
24,0,0.00117539565574844,0.00551571524369748,0.00441649551900351
25,0,0.00109199383007198,0.00635415389021339,0.00522834162408254
26,0,0.00226275446154587,0.00128303895987083,0.000287987815599352
27,0,0.00140171580687371,0.00568711929244606,0.0035856172182021
28,0,0.000853248128207241,0.0056750372115306,0.00836808677001536
29,0,0.00126752847447358,0.00752097398993652,0.00606451448573593
30,0,0.00314267899446996,0.00193635534211375,0.00108715890326514
31,0,0.00122018604438971,0.0102873645465056,0.00599495160985168
32,0,0.000606478007195621,0.00304279528248491,0.00469251522351569
33,0.00458574107242212,0.00697707219689277,0.000937738888556496,0
34,0.00720421530045422,0.00875781228814709,0.0013615722451286,0
35,0,0.000656570591070575,0.00194081952426593,0.000739861078638651
36,0.00282521358457258,0.00507006812809341,0.00163832458666674,0
37,0,0.00164858278403623,0.00340919402566694,0.00151508132020779
38,0.00897202874677817,0.00731369666924549,0.000713540776028098,0
39,0.0118458289797486,0.00859717725438195,0.000517367042315961,0
40,0.00855106335281961,0.00669291051989521,0.000616455460693988,0
41,0,0.000803878174481035,0.0061909476441363,0.0125302207235197
42,0,0.000890458055342571,0.00545777776508869,0.00839298859318794
43,0.011607060929927,0.0122014732122483,0.0020307076402909,0
44,0.00840231189584911,0.00939141315741568,0.000946583675164408,0
45,0,0.00135688593652228,0.0174975191705584,0.0207192060344639
46,0,0.00190043216514269,0.0182003455922699,0.0171207568615638
47,0.0104624191770886,0.00926115652473876,0.0017913088108499,0
48,0.00411484517055281,0.00535661156343592,0.00226887090008019,0
49,0,0.00164495140914988,0.00223891871827291,0.00048032862306471
50,0.00801532121291635,0.00752210136747422,0.00120419043909249,0
51,0.0104433258861388,0.00466569243114979,0.000571435669114006,0
52,0,0.00421142332572282,0.00450248150047072,0.0039531212447943
53,0,0.00185617212269314,0.00491636567694219,0.00318936735918949
54,0,0.00115244062169226,0.0112471028589264,0.0203439346353039
55,0,0.000954134132500832,0.00835654261712447,0.015949197052406
56,0,0.000939720726064713,0.00573578466485037,0.00960548773247899
